Date,SSE Composite Index,Shanghai SE A Share (SSEA),CSI 300 Index,SSE 50 index,SZSE Component Index,M2:year-on-year,Small and medium-sized board composite index,Growth Enterprise Index,small mid cap index ,CSI 100,CSI 500,Finance (Style. Citic),Cycle (Style. Citic),Consumption (Style. Citic),Growth (Style. Citic),Stability (style. Citic)
2002-01-04,1611.39 ,1676.30 ,1316.46 ,0.00 ,3265.88 ,29.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-07,1596.76 ,1660.75 ,1302.08 ,0.00 ,3231.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-08,1583.46 ,1648.48 ,1292.71 ,0.00 ,3201.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-09,1561.35 ,1626.16 ,1272.65 ,0.00 ,3149.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-10,1576.44 ,1641.45 ,1281.26 ,0.00 ,3159.45 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-11,1535.59 ,1599.04 ,1249.81 ,0.00 ,3065.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-14,1485.11 ,1546.43 ,1205.15 ,0.00 ,2934.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-15,1459.65 ,1519.58 ,1186.43 ,0.00 ,2893.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-16,1479.62 ,1539.82 ,1201.88 ,0.00 ,2938.22 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-17,1419.52 ,1476.95 ,1152.15 ,0.00 ,2796.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-18,1415.44 ,1472.35 ,1149.48 ,0.00 ,2784.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-21,1366.97 ,1422.36 ,1108.61 ,0.00 ,2682.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-22,1358.69 ,1416.08 ,1109.99 ,0.00 ,2697.66 ,24.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-23,1444.97 ,1506.64 ,1183.15 ,0.00 ,2890.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-24,1456.40 ,1518.84 ,1189.58 ,0.00 ,2898.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-25,1451.48 ,1513.61 ,1189.43 ,0.00 ,2896.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-28,1359.55 ,1418.28 ,1112.84 ,0.00 ,2702.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-29,1392.78 ,1453.07 ,1140.38 ,0.00 ,2770.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-30,1396.61 ,1456.88 ,1145.86 ,0.00 ,2779.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-01-31,1491.67 ,1555.08 ,1221.76 ,0.00 ,2982.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-02-01,1485.77 ,1548.61 ,1215.74 ,0.00 ,2967.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-02-04,1511.33 ,1575.19 ,1236.97 ,0.00 ,3027.54 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-02-05,1518.28 ,1582.75 ,1246.84 ,0.00 ,3041.47 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-02-06,1485.80 ,1548.97 ,1216.79 ,0.00 ,2961.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-02-07,1515.39 ,1579.91 ,1241.02 ,0.00 ,3030.38 ,21.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-02-08,1506.62 ,1571.12 ,1235.09 ,0.00 ,3022.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-02-25,1530.28 ,1595.98 ,1254.61 ,0.00 ,3064.48 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-02-26,1531.43 ,1597.64 ,1253.12 ,0.00 ,3048.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-02-27,1538.32 ,1604.87 ,1256.00 ,0.00 ,3055.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-02-28,1524.70 ,1590.18 ,1244.60 ,0.00 ,3029.49 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-01,1502.54 ,1566.84 ,1227.23 ,0.00 ,2991.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-04,1526.80 ,1592.36 ,1245.87 ,0.00 ,3037.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-05,1560.08 ,1626.75 ,1275.61 ,0.00 ,3113.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-06,1569.21 ,1636.38 ,1288.44 ,0.00 ,3151.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-07,1613.00 ,1682.17 ,1328.39 ,0.00 ,3262.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-08,1640.26 ,1710.68 ,1351.85 ,0.00 ,3318.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-11,1664.09 ,1735.63 ,1377.04 ,0.00 ,3380.56 ,18.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-12,1643.69 ,1714.85 ,1362.40 ,0.00 ,3303.29 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-13,1623.43 ,1693.71 ,1343.14 ,0.00 ,3267.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-14,1665.15 ,1737.06 ,1376.33 ,0.00 ,3359.13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-15,1620.98 ,1691.07 ,1338.72 ,0.00 ,3267.81 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-18,1623.88 ,1693.90 ,1341.91 ,0.00 ,3283.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-19,1665.36 ,1737.42 ,1368.38 ,0.00 ,3334.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-20,1682.51 ,1755.66 ,1382.42 ,0.00 ,3356.72 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-21,1685.02 ,1758.57 ,1385.79 ,0.00 ,3357.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-22,1669.69 ,1742.48 ,1369.90 ,0.00 ,3312.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-25,1675.29 ,1748.45 ,1373.01 ,0.00 ,3312.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-26,1649.48 ,1721.37 ,1350.01 ,0.00 ,3251.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-27,1654.23 ,1726.09 ,1354.10 ,0.00 ,3257.63 ,28.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-28,1650.67 ,1721.83 ,1352.53 ,0.00 ,3259.68 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-03-29,1603.91 ,1672.64 ,1313.47 ,0.00 ,3173.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-01,1608.51 ,1677.40 ,1317.58 ,0.00 ,3179.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-02,1582.88 ,1650.63 ,1296.57 ,0.00 ,3124.47 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-03,1594.51 ,1662.86 ,1302.25 ,0.00 ,3142.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-04,1641.70 ,1712.55 ,1337.73 ,0.00 ,3217.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-05,1634.64 ,1705.26 ,1332.20 ,0.00 ,3207.22 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-08,1640.65 ,1711.71 ,1333.71 ,0.00 ,3208.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-09,1667.52 ,1739.96 ,1357.74 ,0.00 ,3263.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-10,1677.66 ,1750.78 ,1366.72 ,0.00 ,3271.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-11,1649.53 ,1721.19 ,1344.73 ,0.00 ,3216.97 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-12,1658.98 ,1731.49 ,1350.69 ,0.00 ,3231.38 ,26.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-15,1649.50 ,1722.84 ,1344.58 ,0.00 ,3198.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-16,1640.29 ,1713.45 ,1341.50 ,0.00 ,3193.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-17,1644.40 ,1717.54 ,1341.77 ,0.00 ,3192.77 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-18,1628.14 ,1701.58 ,1326.55 ,0.00 ,3146.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-19,1635.17 ,1708.65 ,1330.64 ,0.00 ,3145.47 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-22,1627.48 ,1700.84 ,1324.87 ,0.00 ,3124.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-23,1624.55 ,1697.43 ,1318.66 ,0.00 ,3108.31 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-24,1611.05 ,1683.08 ,1309.73 ,0.00 ,3107.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-25,1615.92 ,1688.06 ,1312.48 ,0.00 ,3122.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-26,1640.59 ,1713.26 ,1331.71 ,0.00 ,3174.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-29,1665.81 ,1739.64 ,1349.79 ,0.00 ,3228.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-04-30,1667.75 ,1742.02 ,1353.61 ,0.00 ,3253.46 ,31.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-08,1652.37 ,1725.90 ,1342.29 ,0.00 ,3227.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-09,1650.58 ,1724.01 ,1344.78 ,0.00 ,3249.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-10,1638.20 ,1711.10 ,1335.45 ,0.00 ,3216.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-13,1623.94 ,1696.22 ,1319.81 ,0.00 ,3175.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-14,1616.23 ,1688.06 ,1311.68 ,0.00 ,3153.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-15,1598.35 ,1668.44 ,1300.12 ,0.00 ,3131.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-16,1549.50 ,1616.59 ,1261.52 ,0.00 ,3066.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-17,1567.50 ,1635.63 ,1277.24 ,0.00 ,3100.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-20,1541.53 ,1608.27 ,1258.83 ,0.00 ,3072.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-21,1588.11 ,1657.37 ,1298.88 ,0.00 ,3170.61 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-22,1564.49 ,1632.52 ,1280.16 ,0.00 ,3133.53 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-23,1571.61 ,1640.09 ,1284.84 ,0.00 ,3127.13 ,37.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-24,1549.47 ,1616.89 ,1265.97 ,0.00 ,3080.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-27,1555.05 ,1622.97 ,1270.34 ,0.00 ,3083.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-28,1558.52 ,1626.65 ,1270.38 ,0.00 ,3102.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-29,1524.81 ,1591.42 ,1246.02 ,0.00 ,3051.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-30,1523.52 ,1590.00 ,1245.89 ,0.00 ,3059.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-05-31,1515.73 ,1581.82 ,1238.58 ,0.00 ,3037.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-03,1483.35 ,1548.09 ,1213.39 ,0.00 ,2978.96 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-04,1490.51 ,1555.27 ,1219.52 ,0.00 ,3010.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-05,1462.00 ,1525.22 ,1196.62 ,0.00 ,2964.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-06,1521.26 ,1587.32 ,1245.61 ,0.00 ,3073.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-07,1529.51 ,1596.11 ,1252.51 ,0.00 ,3083.29 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-10,1517.23 ,1583.27 ,1243.74 ,0.00 ,3068.69 ,34.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-11,1530.96 ,1597.77 ,1252.85 ,0.00 ,3079.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-12,1524.84 ,1591.45 ,1246.84 ,0.00 ,3071.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-13,1511.71 ,1577.62 ,1235.57 ,0.00 ,3046.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-14,1494.25 ,1559.34 ,1222.12 ,0.00 ,3023.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-17,1496.24 ,1561.56 ,1224.65 ,0.00 ,3022.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-18,1524.07 ,1590.78 ,1248.84 ,0.00 ,3076.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-19,1507.67 ,1573.47 ,1236.05 ,0.00 ,3045.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-20,1516.15 ,1582.35 ,1245.08 ,0.00 ,3062.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-21,1562.72 ,1631.02 ,1288.52 ,0.00 ,3180.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-24,1707.31 ,1781.80 ,1409.51 ,0.00 ,3478.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-25,1706.59 ,1781.54 ,1409.23 ,0.00 ,3496.40 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-26,1712.91 ,1788.33 ,1417.31 ,0.00 ,3507.51 ,29.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-27,1723.55 ,1799.71 ,1422.51 ,0.00 ,3522.94 ,25.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-06-28,1732.76 ,1809.96 ,1431.18 ,0.00 ,3551.33 ,27.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-01,1713.71 ,1790.19 ,1415.33 ,0.00 ,3519.30 ,28.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-02,1724.95 ,1801.20 ,1425.81 ,0.00 ,3546.52 ,28.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-03,1730.92 ,1806.63 ,1427.39 ,0.00 ,3568.01 ,28.40 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-04,1713.14 ,1788.04 ,1412.62 ,0.00 ,3521.71 ,28.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-05,1722.19 ,1797.08 ,1415.40 ,0.00 ,3537.31 ,27.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-08,1732.93 ,1808.51 ,1423.70 ,0.00 ,3547.96 ,27.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-09,1729.99 ,1805.89 ,1419.47 ,0.00 ,3533.89 ,27.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-10,1701.82 ,1776.20 ,1392.90 ,0.00 ,3460.20 ,26.40 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-11,1696.94 ,1770.81 ,1390.93 ,0.00 ,3456.78 ,25.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-12,1698.30 ,1772.25 ,1389.45 ,0.00 ,3454.43 ,25.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-15,1687.95 ,1761.59 ,1379.38 ,0.00 ,3423.98 ,24.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-16,1691.62 ,1765.48 ,1382.41 ,0.00 ,3423.93 ,21.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-17,1701.72 ,1775.60 ,1393.02 ,0.00 ,3459.66 ,21.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-18,1704.91 ,1779.15 ,1397.41 ,0.00 ,3481.36 ,20.60 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-19,1713.86 ,1788.42 ,1403.25 ,0.00 ,3487.87 ,19.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-22,1681.01 ,1754.09 ,1380.28 ,0.00 ,3425.49 ,19.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-23,1673.86 ,1746.54 ,1375.61 ,0.00 ,3433.98 ,18.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-24,1672.40 ,1745.03 ,1372.89 ,0.00 ,3425.82 ,17.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2002-07-25,1665.11 ,1737.21 ,1365.00 ,0.00 ,3406.54 ,17.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
